ï»¿datetime,platform,username,candidate_name,text,comment_count,view_count,like_count,Sentiment,clean_tweet,remov_stop_words_tweet,lematiz_tweet
2024-05-13 02:10:15,X,tiel_mon,XÃ³chitl GÃ¡lvez,Saben cuando la Botarga @XochitlGalvez Va pagar otra vez a @MassiveCaller ? Le pagarÃ¡n por cada encuesta que pongan arriba a chicles? ya saben MÃ©xicanos donde estan gastando el dinero d campaÃ±a el PRIAN #NiUnVotoAlPRIANPRD2024 #TRAIDORES_A_LA_PATRIA #BotargaBrutaCorruptayNarca https://t.co/5ssSubnlyh,11,0,117,negative,saben cuando la botarga va pagar otra vez a le pagaran por cada encuesta que pongan arriba a chicles ya saben maxicanos donde estan gastando el dinero d campaaa el prian,saben botarga va pagar vez pagaran cada encuesta pongan arriba chicles saben maxicanos estan gastando dinero d campaaa prian,saber botarga ir pagar vez pagar cada encuesta poner arriba chicl saber maxicano estir gastar dinero d campaao priar
2024-05-16 03:43:36,X,btoxic79,XÃ³chitl GÃ¡lvez,"Â¿PorquÃ© Anabel HernÃ¡ndez no investiga a @XochitlGalvez o a cualquiera de sus socios y/o familiares?

Â¿Con una hermana secuestradora, habiendo regalado el agua de los indÃ­genas a Danone, haber obtenido 1,400MDP con trÃ¡fico de influencias no es de suficiente interÃ©s periodÃ­stico? https://t.co/o9JNq7EdYt",120,0,628,negative,aporqua anabel hernandez no investiga a o a cualquiera de sus socios yo familiares acon una hermana secuestradora habiendo regalado el agua de los indagenas a danone haber obtenido mdp con trafico de influencias no es de suficiente interas periodastico,aporqua anabel hernandez investiga cualquiera socios familiares acon hermana secuestradora regalado agua indagenas danone haber obtenido mdp trafico influencias suficiente interas periodastico,aporqua anabel hernandez investigar cualquiera socio familiar acon hermana secuestradoro regalado agua indagena danonir haber obtener mdp trafico influencia suficiente intera periodastico
2024-04-05 11:47:46,X,EmilioAlvarezI,XÃ³chitl GÃ¡lvez,"En piso parejo, su distancia es nada. 

@MoneroKemchs traza la diferencia. 

@XochitlGalvez @redesunidosmx @ahora_mx @El_Universal_Mx @FCN_mx https://t.co/DxWiaBNLXL",0,0,0,neutral,en piso parejo su distancia es nada traza la diferencia,piso parejo distancia traza diferencia,piso parejo distancio trazar diferencio
2024-02-29 18:57:01,X,PLakech,Claudia Sheinbaum,"Contra encuestas vendidas a la CALCA del #NarcoPresidenteAMLO11 , las imparciales ð´|| Encuesta de @MassiveCaller previa al arranque de la campaÃ±a confirma 

ðLa distancia entre @XochitlGalvez y @Claudiashein se estÃ¡ cerrando cada vez mÃ¡s.
ðð¼Tienen sÃ³lo 8 puntos de diferencia. https://t.co/zFwLdpQNHJ",0,0,0,negative,contra encuestas vendidas a la calca del las imparciales encuesta de previa al arranque de la campaaa confirma la distancia entre y se esta cerrando cada vez mas tienen salo puntos de diferencia,encuestas vendidas calca imparciales encuesta previa arranque campaaa confirma distancia cerrando cada vez mas salo puntos diferencia,encuesta vendido calca imparcial encuesta previo arranque campaaa confirmar distancio cerrar cada vez mas salir punto diferenciar
2024-02-11 17:33:04,X,Yaotl_Carnal,Claudia Sheinbaum,"""Mucha pieza"", pero si cuando le preguntan algo a @Claudiashein se queda peyrificada, o responde con violencia. No m@mess, Claudio. ððððð¤£ð¤£ð¤£ð¤£ð¤£",0,0,0,negative,mucha pieza pero si cuando le preguntan algo a se queda peyrificada o responde con violencia no m claudio,mucha pieza si preguntan queda peyrificada responde violencia m claudio,mucho pieza si preguntar quedar peyrificado responder violencia m claudio
2024-03-29 15:55:21,X,JorgeLoboGama1,XÃ³chitl GÃ¡lvez,"Cuando hablen de @XochitlGalvez Ruiz, candidata del PAN, PRI y PRD a la Presidencia de la RepÃºblica, recuerden que SU HERMANA es SECUESTRADORA y utilizaba el poder de Xochitl para engaÃ±ar a sus vÃ­ctimas. https://t.co/lmdy2iGPeQ",0,0,0,negative,cuando hablen de ruiz candidata del pan pri y prd a la presidencia de la repablica recuerden que su hermana es secuestradora y utilizaba el poder de xochitl para engaaar a sus vactimas,hablen ruiz candidata pan pri prd presidencia repablica recuerden hermana secuestradora utilizaba poder xochitl engaaar vactimas,hablar ruiz candidata pan pri prd presidencia repablico recuerdir hermana secuestradoro utilizar poder xochitl engaaar vactima
2024-01-03 23:01:10,X,oceloxochitl_,XÃ³chitl GÃ¡lvez,"'@XochitlGalvez @CeciPatriciaF Empecemos con los del sexenio de los NARCOPANISTAS CalderÃ³n y GarcÃ­a Luna, quienes dispararon las desapariciones, ejecuciones extrajudiciales, torturados, FEMINICIDIOS con su NARCOGUERRA... y dejaron el 99% de los casos en TOTAL IMPUNIDAD.

Â¡Botarga inexperta, boba y oportunista! https://t.co/h0NdMjziBW",0,0,0,negative,empecemos con los del sexenio de los narcopanistas calderan y garcaa luna quienes dispararon las desapariciones ejecuciones extrajudiciales torturados feminicidios con su narcoguerra y dejaron el de los casos en total impunidad abotarga inexperta boba y oportunista,empecemos sexenio narcopanistas calderan garcaa luna dispararon desapariciones ejecuciones extrajudiciales torturados feminicidios narcoguerra dejaron casos total impunidad abotarga inexperta boba oportunista,empecer sexenio narcopanista calderan garcaa luna disparar desaparición ejecución extrajudicial torturado feminicidio narcoguerra dejar caso total impunidad abotargo inexperto boba oportunista
2024-05-15 06:21:24,X,RafaelAraizaA,XÃ³chitl GÃ¡lvez,"'@RobertoMadrazo_ @AlvarezMaynez @XochitlGalvez @alitomorenoc @PRI_Nacional El prianismo, compuesto por esquiroles, hablando de esquiroles!

Acaso no es el PRI un esquirol del PAN? 
Acaso no es el PRD un esquirol del PRIAN?
Acaso no es el PAN un esquirol del PRI y PRD?

El clÃ¡sico burro hablando de orejas!",8,0,145,negative,el prianismo compuesto por esquiroles hablando de esquiroles acaso no es el pri un esquirol del pan acaso no es el prd un esquirol del prian acaso no es el pan un esquirol del pri y prd el clasico burro hablando de orejas,prianismo compuesto esquiroles hablando esquiroles acaso pri esquirol pan acaso prd esquirol prian acaso pan esquirol pri prd clasico burro hablando orejas,prianismo compuesto esquirol hablar esquirol acaso pri esquirol pan acaso prd esquirol priar acaso pan esquirol pri prd clasico burro hablar oreja
2024-02-25 23:17:30,X,RegioPiloto,XÃ³chitl GÃ¡lvez,'@XochitlGalvez Como siempre Nuestra Flor Imperial con su seguridad se gana a mÃ¡s corazones y deja en ridÃ­culo a los que tienen un autoestima muy bajo!!!,0,0,0,negative,como siempre nuestra flor imperial con su seguridad se gana a mas corazones y deja en ridaculo a los que tienen un autoestima muy bajo,siempre flor imperial seguridad gana mas corazones deja ridaculo autoestima bajo,siempre flor imperial seguridad ganar mas corazón dejar ridaculo autoestimo bajo
2024-03-19 22:36:53,X,citlallicue01,XÃ³chitl GÃ¡lvez,'@catrina_nortena @XochitlGalvez Mas dinero para que se los trance ððð https://t.co/higpseLq32,0,0,0,neutral,mas dinero para que se los trance,mas dinero trance,mas dinero trance
2024-05-27 19:39:24,X,Bullcapo,Claudia Sheinbaum,"'@almayucateca1 @MBZepedaCortes @Claudiashein âEl socialismo es una religiÃ³n polÃ­tica cuyo Dios es el Estado y cuyos sacerdotes son los burÃ³cratas... Es una filosofÃ­a del fracaso, el credo a la ignorancia y la prÃ©dica a la envidia; su virtud inherente es la distribuciÃ³n igualitaria de la miseria"".
Wiston Churchill.",3,0,44,negative,ael socialismo es una religian polatica cuyo dios es el estado y cuyos sacerdotes son los buracratas es una filosofaa del fracaso el credo a la ignorancia y la pradica a la envidia su virtud inherente es la distribucian igualitaria de la miseria wiston churchill,ael socialismo religian polatica cuyo dios cuyos sacerdotes buracratas filosofaa fracaso credo ignorancia pradica envidia virtud inherente distribucian igualitaria miseria wiston churchill,ael socialismo religiar polatica cuyo dio cuyo sacerdote buracratas filosofaa fracaso credo ignorancio pradico envidio virtud inherente distribuciar igualitario miseria wiston churchill
2024-04-20 17:03:10,X,JJDiazMachuca,XÃ³chitl GÃ¡lvez,"Has tu quiz y publÃ­calo 

La prÃ³xima Presidenta de los mexicanos serÃ¡ @XochitlGalvez 

Quiz ðð»
https://t.co/HhYIjK4K9c https://t.co/iPPRCMs0ef",9,0,128,neutral,has tu quiz y publacalo la praxima presidenta de los mexicanos sera quiz,quiz publacalo praxima presidenta mexicanos sera quiz,quiz publacalo praximo presidenta mexicano sero quiz
2024-03-09 14:45:40,X,BurrolaOnesimo,XÃ³chitl GÃ¡lvez,"MÃ¡s que comprobado que el Desgobierno del #NarcoPresidenteAML016 fue lo peor que le pudo pasar a #MÃ©xico 
es hora de dejar los intereses personales y con #FuerzaYCorazÃ³nXMÃ©xico con @XochitlGalvez #SalvarMÃ©xico de la Dictadura  luchemos con Todo ðªð¼ðð¼ #XochitlGalvezPresidenta2024 https://t.co/91UMHUE1Nd",0,0,0,negative,mas que comprobado que el desgobierno del fue lo peor que le pudo pasar a es hora de dejar los intereses personales y con con de la dictadura luchemos con todo,mas comprobado desgobierno peor pudo pasar hora dejar intereses personales dictadura luchemos,mas comprobado desgobierno peor poder pasar hora dejar interés personal dictadura luchaber
2024-02-28 06:39:11,X,SinEmbargoMX,Claudia Sheinbaum,"â #ENTREVISTA Â¬ No reelecciÃ³n: Sheinbaum

Quiero ser Presidenta de la educaciÃ³n, la ciencia y la cultura: @Claudiashein 
https://t.co/J3xDD9xSnv",0,0,0,neutral,a a no reeleccian sheinbaum quiero ser presidenta de la educacian la ciencia y la cultura,reeleccian sheinbaum quiero ser presidenta educacian ciencia cultura,reelecciar sheinbaum querer ser presidenta educaciar ciencia cultura
2024-03-01 18:18:43,X,EmilioVallejoRL,Claudia Sheinbaum,"Es claro que el narcotrÃ¡fico financiarÃ¡ el arranque de campaÃ±a de @Claudiashein en el ZÃ³calo, igual que financiaron el plantÃ³n de @lopezobrador_ en Paseo de la Reforma.

Desde ya, la Unidad TÃ©cnica de FiscalizaciÃ³n del Instituto Nacional Electoral tiene la responsabilidad deâ¦ https://t.co/mXQAkAWhej",0,0,0,negative,es claro que el narcotrafico financiara el arranque de campaaa de en el zacalo igual que financiaron el plantan de en paseo de la reforma desde ya la unidad tacnica de fiscalizacian del instituto nacional electoral tiene la responsabilidad dea,claro narcotrafico financiara arranque campaaa zacalo igual financiaron plantan paseo reforma unidad tacnica fiscalizacian instituto nacional electoral responsabilidad dea,claro narcotrafico financiara arranque campaaa zacalo igual financiar plantar paseo reforma unidad tacnico fiscalizaciar instituto nacional electoral responsabilidad dea
2024-05-01 23:41:13,X,RAGSLP,XÃ³chitl GÃ¡lvez,"Â¡VAMOS A GANAR!
#VotoSilencioso a favor de @XochitlGalvez
Â¡NOSOTROS DECIDIMOS! ðð²ð½
#MxSinMiedo 
Salgamos a votar el 2 de junio ð³ https://t.co/xxIxOQqGnd",3,0,99,neutral,avamos a ganar a favor de anosotros decidimos salgamos a votar el de junio,avamos ganar favor anosotros decidimos salgamos votar junio,avar ganar favor anosotro decidir salir votar junio
2024-01-29 18:41:59,X,jo52170739,XÃ³chitl GÃ¡lvez,"La primer acciÃ³n de @XochitlGalvez como presidenta podrÃ­a ser reducir el poder del presidente y fortalecer las instituciones autÃ³nomas.
La segunda, el ejÃ©rcito a los cuarteles y la GN completamente civil, la tercera juicio a la familia LÃ³pez.",0,0,0,neutral,la primer accian de como presidenta podraa ser reducir el poder del presidente y fortalecer las instituciones autanomas la segunda el ejarcito a los cuarteles y la gn completamente civil la tercera juicio a la familia lapez,primer accian presidenta podraa ser reducir poder presidente fortalecer instituciones autanomas segunda ejarcito cuarteles gn completamente civil tercera juicio familia lapez,primero acciar presidenta podraa ser reducir poder presidente fortalecer institución autanoma segundo ejarcito cuartel gn completamente civil tercero juicio familia lapez
2024-01-19 04:35:02,X,CalletiRey,XÃ³chitl GÃ¡lvez,"Vean cÃ³mo se burlan de @XochitlGalvez los mismos de su campaÃ±a, si le quieren dar RT para que venga la fachiza a decirme de cosas,a darle porfa.ð https://t.co/WeyecTm9VC",0,0,0,negative,vean camo se burlan de los mismos de su campaaa si le quieren dar rt para que venga la fachiza a decirme de cosasa darle porfa,vean camo burlan mismos campaaa si quieren dar rt venga fachiza decirme cosasa darle porfa,ver camir burlan mismo campaaa si querer dar rt venir fachizo decirme cosasa dar él porfa
2024-05-13 16:46:17,X,comoshingaz,Jorge Ãlvarez MÃ¡ynez,"'@AlvarezMaynez @colosioriojas Pues si dijo que por MÃ©xico te deberÃ­as de bajar y declinar. Ni los de tu partido van a votar por tÃ­. 

https://t.co/jmv6Km3LZy",1,0,38,negative,pues si dijo que por maxico te deberaas de bajar y declinar ni los de tu partido van a votar por ta,pues si dijo maxico deberaas bajar declinar partido van votar ta,pues si decir maxico deberaas bajar declinar partido ir votar ta
2024-03-27 19:34:26,X,JJDiazMachuca,Claudia Sheinbaum,"Entonces la @Claudiashein y la @tatclouthier son MUY corruptas

Designar al hijo de Murat como candidato del PRI en Oaxaca, demuestra que en vez de repÃºblica existe una monarquÃ­a hereditaria y corrupta: @lopezobrador_ 

Las propiedades de los Murat en Estados Unidos
Una familiaâ¦ https://t.co/AiERSR7zb7",0,0,0,negative,entonces la y la son muy corruptas designar al hijo de murat como candidato del pri en oaxaca demuestra que en vez de repablica existe una monarquaa hereditaria y corrupta las propiedades de los murat en estados unidos una familiaa,entonces corruptas designar hijo murat candidato pri oaxaca demuestra vez repablica existe monarquaa hereditaria corrupta propiedades murat unidos familiaa,entonces corrupto designar hijo murat candidato pri oaxaca demostrar vez repablico existir monarquaa hereditario corrupto propiedad murat unidos familiaa
2024-07-04 02:40:33,X,arnemx,XÃ³chitl GÃ¡lvez,"Todo fuimos testigos de cÃ³mo los mandaste al carajo, @XochitlGalvez. https://t.co/QswwQsB96q",9,0,59,negative,todo fuimos testigos de camo los mandaste al carajo,testigos camo mandaste carajo,testigo camo mandaste carajo
2024-05-23 11:39:31,X,Arouet_V,Claudia Sheinbaum,"RenÃ© Delgado y demÃ¡s integrantes de Tercer Grado:

Dices que, debido a la polarizacion que hay en el paÃ­s, ustedes han recibido crÃ­ticas por sus encuentros con @XochitlGalvez y @Claudiashein. En las redes sociales las reacciones son heterogÃ©neas. Es Ã±a reducciÃ³n de la realidad a https://t.co/zwI8tublPm",168,0,2986,negative,rena delgado y demas integrantes de tercer grado dices que debido a la polarizacion que hay en el paas ustedes han recibido craticas por sus encuentros con y en las redes sociales las reacciones son heteroganeas es aa reduccian de la realidad a,rena delgado demas integrantes tercer grado dices debido polarizacion paas ustedes recibido craticas encuentros redes sociales reacciones heteroganeas aa reduccian realidad,rena delgado demas integrante tercer grado diz debido polarizacion paas tú recibir cratica encuentro red social reacción heteroganea ao reducciar realidad
2024-02-16 18:27:58,X,chemaespueblo,XÃ³chitl GÃ¡lvez,"Que Descanse en Paz Alexei Navalny.
Un Grandioso Ser Humano y Un Luchador inalcanzable, aquel que nos inspirarÃ¡ a quÃ© @XochitlGalvez ganÃ© la Presidencia https://t.co/4DSCEMyKha",0,0,0,positive,que descanse en paz alexei navalny un grandioso ser humano y un luchador inalcanzable aquel que nos inspirara a qua gana la presidencia,descanse paz alexei navalny grandioso ser humano luchador inalcanzable aquel inspirara qua gana presidencia,descanse paz alexei navalny grandioso ser humano luchador inalcanzable aquel inspirara quo ganar presidencia
2024-05-21 21:21:53,X,esthela_damian,Claudia Sheinbaum,"Â¡Descarta la prÃ³xima Presidenta de MÃ©xico, @Claudiashein  los moches en la aprobaciÃ³n del Presupuesto!
#ClaudiaPresidentaDeMÃ©xico2024 https://t.co/6OAJTqYbI7",2,0,130,negative,adescarta la praxima presidenta de maxico los moches en la aprobacian del presupuesto,adescarta praxima presidenta maxico moches aprobacian presupuesto,adescarta praximo presidenta maxico moch aprobacian presupuesto
2024-03-22 20:36:06,X,mario_delgado,Claudia Sheinbaum,"Desde Santa Catarina, Nuevo LeÃ³n, acompaÃ±amos a la Dra. @Claudiashein a un encuentro con la bella gente de este municipio. 

Â¡De norte a sur vamos a hacer historia con #ClaudiaPresidenta! #ClaudiaArrasa https://t.co/lvtBYXs2Cs",0,0,0,positive,desde santa catarina nuevo lean acompaaamos a la dra a un encuentro con la bella gente de este municipio ade norte a sur vamos a hacer historia con,santa catarina nuevo lean acompaaamos dra encuentro bella gente municipio ade norte sur vamos hacer historia,santa catarina nuevo lean acompaaar dra encontrar bello gente municipio adir norte sur ir hacer historia
2024-03-05 16:47:00,X,BSV_Velasco10,Claudia Sheinbaum,"'@cesargutipri @lopezobrador_ @Claudiashein Y hay varios que  apoyan la idea de Jorge CastaÃ±eda. Todo sea con tal de que Claudia Sheinbaum y la 4T no sigan.

Y luego hasta niegan hacer proselitismo en medios de comunicaciÃ³n afines al PAN y PRI como lo es Televisa.ð",0,0,0,negative,y hay varios que apoyan la idea de jorge castaaeda todo sea con tal de que claudia sheinbaum y la t no sigan y luego hasta niegan hacer proselitismo en medios de comunicacian afines al pan y pri como lo es televisa,varios apoyan idea jorge castaaeda tal claudia sheinbaum t sigan luego niegan hacer proselitismo medios comunicacian afines pan pri televisa,varios apoyar idea jorge castaaedir tal claudia sheinbaum t seguir luego negar hacer proselitismo medio comunicaciar afín pan pri televisa
2024-03-18 21:42:39,X,laoctavadigital,Claudia Sheinbaum,"ð¨Leo Zuckermann comparte informaciÃ³n falsa sobre propaganda en el AIFA y se justificað§µ

@leozuckermann acusÃ³ que âlos militares estÃ¡n abiertamente en campaÃ±a a favor de
@Claudiashein"", tras compartir una foto de una estaciÃ³n de autobuses, refiriendo que era el @aifaaero. https://t.co/O4EnA1ed73",0,0,0,negative,leo zuckermann comparte informacian falsa sobre propaganda en el aifa y se justifica acusa que alos militares estan abiertamente en campaaa a favor de tras compartir una foto de una estacian de autobuses refiriendo que era el,leo zuckermann comparte informacian falsa propaganda aifa justifica acusa alos militares estan abiertamente campaaa favor tras compartir foto estacian autobuses refiriendo,leo zuckermann comparte informacian falso propaganda aifa justifico acusar alo militar estar abiertamente campaao favor tras compartir foto estaciar autobús referir
2024-02-12 14:41:09,X,ChifoskaMoska,XÃ³chitl GÃ¡lvez,"'@CitlaHM @XochitlGalvez @FelipeCalderon @GobiernoMX Ay cenagorda traicionera, es normal que no lo entiendas, alguien tan limitada como tÃº que sÃ³lo tiene la prepa y que se formÃ³ en el #NarcoPartidoMorena no tiene idea de cÃ³mo se hace polÃ­tica, crees que el porro #NarcoPresidenteAMLO la hace, cuando sÃ³lo fue un entreguista del narco https://t.co/fFARXLye3k",0,0,0,negative,ay cenagorda traicionera es normal que no lo entiendas alguien tan limitada como ta que salo tiene la prepa y que se forma en el no tiene idea de camo se hace polatica crees que el porro la hace cuando salo fue un entreguista del narco,ay cenagorda traicionera normal entiendas alguien tan limitada ta salo prepa forma idea camo hace polatica crees porro hace salo entreguista narco,ay cenagordar traicionero normal entienda alguien tanto limitado to salo prepar forma idea camir hacer polatica crees porro hacer salo entreguista narco
2024-02-09 14:03:52,X,PERIODISTAURINO,XÃ³chitl GÃ¡lvez,"'@lopezobrador_ Para ERRADICAR a este FRACASADO DESgobierno que ha DESTROZADO a MÃXICO se hace necesario que la ABSTENCIÃN -representa el 60% del universo electoral- que NO CREE NI en el pequeÃ±o tirano de palacio ni en la ex regenta ni en la 4T SALGA A VOTAR

@XochitlGalvez ES LA ÃNICA SOLUCIÃN https://t.co/PfUBEBhkII",0,0,0,negative,para erradicar a este fracasado desgobierno que ha destrozado a maxico se hace necesario que la abstencian representa el del universo electoral que no cree ni en el pequeao tirano de palacio ni en la ex regenta ni en la t salga a votar es la anica solucian,erradicar fracasado desgobierno destrozado maxico hace necesario abstencian representa universo electoral cree pequeao tirano palacio ex regenta t salga votar anica solucian,erradicar fracasar desgobierno destrozado maxico hacer necesario abstenciar representar universo electoral creer pequeao tirano palacio ex regenta t salir votar anico soluciar
2024-04-18 12:31:07,X,CarlosTorresF_,Jorge Ãlvarez MÃ¡ynez,"La coordinadora del ridÃ­culo @AlvarezMaynez @LBallesterosM quejÃ¡ndose de la mayorÃ­a de Morena que aprobÃ³ la amnistÃ­a a criminales y debilitamiento de la ley de amparo pero fue MC y @DanteDelgado quienes le dieron quorum a Morena para hacer la votaciÃ³n ð
https://t.co/K34ZVp9uh3",119,0,3611,negative,la coordinadora del ridaculo quejandose de la mayoraa de morena que aproba la amnistaa a criminales y debilitamiento de la ley de amparo pero fue mc y quienes le dieron quorum a morena para hacer la votacian,coordinadora ridaculo quejandose mayoraa morena aproba amnistaa criminales debilitamiento ley amparo mc dieron quorum morena hacer votacian,coordinador ridaculo quejar él mayoraa morén aprobar amnistaa criminal debilitamiento ley amparo mc dar quorum morena hacer votaciar
2024-04-19 23:47:19,X,egomezislas,Claudia Sheinbaum,'@Claudiashein @mario_delgado @AsocBancosMx ðð»,0,0,29,neutral,,,
2024-05-01 19:20:47,X,JosLuisBetanzo2,Claudia Sheinbaum,"'@vampipe @Claudiashein A mÃ­ lo que mÃ¡s me sorprende es Imaz, como madres le hizo para que se comiera a la lagartija, cono logro levantar el gusano, que arte o artilugio ocupo para q le gustarÃ¡ tal cosa. Que hechicerÃ­a utilizo doÃ±a calca, hay muchas interrogantes, mandarÃ© cuestionario para tercer debate",28,0,311,neutral,a ma lo que mas me sorprende es imaz como madres le hizo para que se comiera a la lagartija cono logro levantar el gusano que arte o artilugio ocupo para q le gustara tal cosa que hechiceraa utilizo doaa calca hay muchas interrogantes mandara cuestionario para tercer debate,ma mas sorprende imaz madres hizo comiera lagartija cono logro levantar gusano arte artilugio ocupo q gustara tal cosa hechiceraa utilizo doaa calca muchas interrogantes mandara cuestionario tercer debate,mo mas sorprende imaz madres hacer comiera lagartija cono lograr levantar gusano arte artilugio ocupo q gustara tal cosa hechiceraa utilizo doaa calca mucho interrogante mandar cuestionario tercer debate
2024-05-17 20:22:00,X,JesusMartinMx,XÃ³chitl GÃ¡lvez,El traidor a la patria es @lopezobrador_ dice @XochitlGalvez @Xochitl2024 #XochitlGÃ¡lvezPresidente2024,19,0,198,negative,el traidor a la patria es dice,traidor patria dice,traidor patria decir
